First Name,Last Name,Position,Jersey,Team,Games Played,Points,Total Goals,1pt Goals,2pt Goals,Scoring Points,Assists,Shots,Shot Pct,Shots On Goal,SOG Pct,2pt Shots,2pt Shot Pct,2pt Shots On Goal,Groundballs,Turnovers,Touches,Total Passes,Caused Turnovers,Faceoffs,Faceoff Wins,Faceoff Losses,Faceoff Pct,Saves,Save Pct,Scores Against,Scores Against Average,2pt Goals Against,2pt GAA,Time On Field,Total Penalties,Penalty Minutes,Power Play Goals,Power Play Shots,Short Handed Goals,Short Handed Shots,Short Handed Goals Against,Power Play Goals Against
Tre,Leclaire,M,44,Archers,10,23,21,19,2,23,0,42,0.5,28,0.6666666666666666,6,0.3333333333333333,3,8,8,169,119,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,0,0,,0
Jared,Conners,LSM,28,Redwoods,10,3,2,2,0,2,1,7,0.2857142857142857,3,0.42857142857142855,4,0,1,33,8,77,62,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Kieran,McArdle,A,6,Waterdogs,10,34,22,22,0,22,12,78,0.28205128205128205,48,0.6153846153846154,2,0,2,12,22,333,233,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,0,0,,0
Alexander,Smith,SSDM,39,Outlaws,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,23,21,3,1,0,1,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Matthew,Dunn,D,33,Whipsnakes,10,4,2,2,0,2,2,5,0.4,4,0.8,2,0,1,13,2,67,60,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Kyle,Bernlohr,G,35,Whipsnakes,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,0,0,0,0,0,1,0.111111111111111,8,22.5,0,0,1024,0,0,0,0,0,0,,0
Joseph,Nardella,FO,91,Whipsnakes,9,5,5,5,0,5,0,8,0.625,7,0.875,0,0,0,93,11,117,98,0,243,164,76,0.6748971193415638,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Michael,Sowers,A,22,Waterdogs,10,37,18,18,0,18,19,62,0.2903225806451613,46,0.7419354838709677,5,0,3,8,17,344,265,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,,0
Connor,Kirst,M,34,Cannons,10,15,12,11,1,13,2,31,0.3870967741935484,22,0.7096774193548387,3,0.3333333333333333,2,16,6,131,94,1,19,4,15,0.21052631578947367,0,0,0,0,0,0,0,0,0,1,2,0,0,,0
Chris,Aslanian,M,3,Cannons,8,11,8,6,2,10,1,33,0.24242424242424243,20,0.6060606060606061,9,0.2222222222222222,5,0,5,169,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0
Jake,Pulver,D,12,Cannons,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jeff,Trainor,SSDM,43,Cannons,10,10,5,4,1,6,4,11,0.45454545454545453,7,0.6363636363636364,4,0.25,2,14,5,91,75,6,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,,0
Jules,Heningburg,A,8,Chaos,9,15,10,10,0,10,5,31,0.3225806451612903,24,0.7741935483870968,1,0,0,6,13,230,186,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,,0
TD,Ierlan,FO,6,Redwoods,10,4,4,4,0,4,0,13,0.3076923076923077,8,0.6153846153846154,1,0,0,81,2,88,73,2,238,143,94,0.6008403361344538,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Matt,Kavanagh,A,50,Cannons,6,9,5,4,1,6,3,29,0.1724137931034483,14,0.4827586206896552,2,0.5,2,7,9,141,103,2,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,0,0,0,,0
Tim,Troutner,G,42,Atlas,5,0,0,0,0,0,0,2,0,1,0.5,2,0,1,13,2,86,82,3,0,0,0,0,61,0.508333333333333,66,13.803921568627452,7,1.4640522875817,13770,0,0,0,0,0,0,,5
BJ,Farrare,LSM,70,Redwoods,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Brian,Minicus,M,7,Chaos,10,10,6,6,0,6,4,30,0.2,15,0.5,1,0,0,10,12,147,105,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,,0
Ryan,Kennedy,LSM,35,Redwoods,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Josh,Zawada,M,79,Outlaws,10,16,6,6,0,6,10,37,0.16216216216216217,22,0.5945945945945946,1,0,1,12,11,326,278,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,,0
TJ,Malone,A,7,Whipsnakes,10,37,19,19,0,19,18,74,0.25675675675675674,45,0.6081081081081081,2,0,1,19,17,326,235,2,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,4,0,0,,0
JT,Giles-Harris,D,1,Outlaws,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,78,74,9,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,,0
Nick,Grill,LSM,8,Outlaws,9,0,0,0,0,0,0,1,0,0,0,1,0,0,14,1,29,27,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Charlie,Hayes,SSDM,23,Waterdogs,5,1,1,1,0,1,0,4,0.25,3,0.75,0,0,0,11,2,33,27,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Nick,Washuta,G,18,Archers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Dylan,Molloy,M,4,Atlas,3,6,4,4,0,4,2,10,0.4,7,0.7,1,0,0,2,2,42,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Logan,McGovern,M,11,Atlas,3,3,3,3,0,3,0,11,0.2727272727272727,9,0.8181818181818182,0,0,0,4,3,59,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,,0
Chris,Merle,SSDM,23,Redwoods,10,2,2,2,0,2,0,8,0.25,5,0.625,2,0,1,17,3,73,62,14,0,0,0,0,0,0,0,0,0,0,0,4,2.5,0,0,0,0,,0
Levi,Anderson,M,24,Whipsnakes,7,13,9,9,0,9,4,27,0.3333333333333333,19,0.7037037037037037,0,0,0,6,8,129,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0
Jack,VanOverbeke,M,8,Archers,2,6,4,4,0,4,2,9,0.4444444444444444,6,0.6666666666666666,0,0,0,3,1,46,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Dyson,Williams,M,51,Archers,5,4,4,4,0,4,0,11,0.36363636363636365,7,0.6363636363636364,0,0,0,1,3,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
James,Reilly,FO,33,Chaos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,4,0,24,12,12,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Marcus,Hudgins,D,11,Waterdogs,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,43,42,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Pat,Kavanagh,A,51,Cannons,6,12,8,8,0,8,4,30,0.26666666666666666,19,0.6333333333333333,1,0,1,3,8,138,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,,0
Brett,Kennedy,LSM,11,Whipsnakes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Adam,Poitras,M,51,Whipsnakes,7,13,10,10,0,10,3,27,0.37037037037037035,19,0.7037037037037037,0,0,0,18,12,139,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
Jack,Koras,M,15,Whipsnakes,6,5,4,4,0,4,1,15,0.26666666666666666,11,0.7333333333333333,0,0,0,17,1,78,62,4,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Chris,Fake,D,31,Redwoods,10,2,1,0,1,2,0,5,0.2,2,0.4,5,0.2,2,12,4,74,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Alec,Stathakis,FO,73,Waterdogs,7,0,0,0,0,0,0,4,0,0,0,2,0,0,26,3,26,19,0,163,73,89,0.44785276073619634,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ricky,Miezan,SSDM,45,Redwoods,4,0,0,0,0,0,0,2,0,1,0.5,1,0,1,2,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Chase,Yager,SSDM,38,Atlas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Matt,Knote,G,43,Outlaws,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Eli,Fisher,SSDM,3,Archers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jack,Hannah,M,3,Waterdogs,7,12,9,9,0,9,3,46,0.1956521739130435,26,0.5652173913043478,5,0,3,11,15,156,95,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,,0
Wheaton,Jackoboice,SSDM,55,Whipsnakes,6,1,1,1,0,1,0,6,0.16666666666666666,4,0.6666666666666666,2,0,2,5,1,43,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Brett,Makar,D,43,Atlas,10,2,0,0,0,0,2,2,0,1,0.5,2,0,1,20,5,84,77,6,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,,0
Dalton,Young,M,11,Outlaws,9,12,6,6,0,6,6,26,0.23076923076923078,11,0.4230769230769231,0,0,0,6,6,106,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,,0
Payton,Cormier,A,24,Atlas,2,6,5,5,0,5,1,11,0.45454545454545453,9,0.8181818181818182,1,0,0,2,1,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,,0
Jake,Stevens,M,14,Atlas,6,10,8,8,0,8,2,25,0.32,16,0.64,1,0,0,5,6,82,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Chet,Comizio,SSDM,57,Atlas,10,3,3,3,0,3,0,7,0.42857142857142855,6,0.8571428571428571,0,0,0,12,6,90,77,6,2,0,2,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Zac,Tucci,FO,4,Cannons,9,4,3,2,1,4,0,22,0.13636363636363635,10,0.45454545454545453,11,0.09090909090909091,3,63,5,59,32,2,209,100,109,0.4784688995215311,0,0,0,0,0,0,0,2,1,0,0,1,1,,0
Cole,Kirst,M,47,Redwoods,7,9,5,5,0,5,4,19,0.2631578947368421,17,0.8947368421052632,0,0,0,4,6,106,81,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,,0
Brian,Tevlin,SSDM,12,Redwoods,9,2,1,1,0,1,1,11,0.09090909090909091,5,0.45454545454545453,2,0,2,29,7,113,95,11,9,2,7,0.2222222222222222,0,0,0,0,0,0,0,3,2,0,0,0,0,,0
Jon,Robbins,LSM,41,Archers,9,0,0,0,0,0,0,2,0,1,0.5,0,0,0,18,2,33,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Garrett,Leadmon,M,40,Whipsnakes,3,2,1,0,1,2,0,13,0.07692307692307693,7,0.5384615384615384,4,0.25,3,1,5,56,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
John,Geppert,LSM,19,Atlas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Koby,Smith,LSM,0,Atlas,10,6,2,0,2,4,2,11,0.18181818181818182,8,0.7272727272727273,7,0.2857142857142857,6,13,2,51,38,5,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,,0
Tye,Kurtz,A,82,Chaos,7,12,8,7,1,9,3,24,0.3333333333333333,16,0.6666666666666666,1,1,1,9,9,150,117,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,3,0,0,,0
Ron,John,SSDM,33,Redwoods,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Payton,Rezanka,SSDM,34,Atlas,10,2,2,2,0,2,0,5,0.4,4,0.8,0,0,0,5,1,36,30,4,1,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,,0
Gavin,Adler,D,77,Atlas,10,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,60,58,19,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Sam,Handley,M,26,Outlaws,10,16,9,8,1,10,6,45,0.2,29,0.6444444444444445,5,0.2,3,3,12,201,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Chris,Gray,A,4,Redwoods,8,12,8,8,0,8,4,37,0.21621621621621623,22,0.5945945945945946,3,0,2,8,13,238,188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0
Bubba,Fairman,SSDM,2,Cannons,10,0,0,0,0,0,0,5,0,3,0.6,0,0,0,8,4,77,68,3,5,2,3,0.4,0,0,0,0,0,0,0,2,1.5,0,0,0,0,,0
Xander,Dickson,A,10,Atlas,10,30,24,24,0,24,6,58,0.41379310344827586,41,0.7068965517241379,0,0,0,14,11,194,125,4,0,0,0,0,0,0,0,0,0,0,0,4,2.5,3,5,0,1,,0
Ryan,McNulty,LSM,5,Chaos,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ryan,Aughavin,M,42,Archers,6,4,1,0,1,2,2,12,0.08333333333333333,8,0.6666666666666666,6,0.16666666666666666,4,2,4,58,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
Colin,Kirst,G,5,Cannons,10,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,165,163,1,0,0,0,0,129,0.5375,115,11.433700417716713,4,0.397693927572756,28967,0,0,0,0,0,0,,10
Brendan,Krebs,G,0,Whipsnakes,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,155,149,4,0,0,0,0,124,0.52991452991453,116,11.93015034103489,6,0.617076741777667,28003,0,0,0,0,0,0,,0
Matt,Brandau,A,36,Waterdogs,6,6,4,4,0,4,2,20,0.2,15,0.75,0,0,0,7,3,76,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Carter,Parlette,SSDM,21,Cannons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jack,Posey,D,43,Chaos,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Chayse,Ierlan,G,22,Redwoods,2,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,8,7,0,0,0,0,0,5,0.384615384615385,10,16.951147733961154,2,3.39022954679224,1699,0,0,0,0,0,0,,0
Chris,Conlin,D,20,Redwoods,9,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,75,74,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mike,Robinson,A,29,Cannons,1,0,0,0,0,0,0,1,0,1,1,0,0,0,3,2,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Brennan,O'Neill,A,42,Outlaws,10,29,19,17,2,21,8,82,0.23170731707317074,48,0.5853658536585366,12,0.16666666666666666,6,14,10,302,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,,0
Jake,Piseno,LSM,88,Outlaws,10,2,1,1,0,1,1,12,0.08333333333333333,10,0.8333333333333334,8,0,6,30,5,83,66,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Brayden,Mayea,A,50,Chaos,3,1,1,1,0,1,0,12,0.08333333333333333,6,0.5,0,0,0,2,5,36,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
Ronan,Jacoby,M,88,Atlas,6,5,2,2,0,2,3,16,0.125,12,0.75,3,0,3,4,1,100,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,,0
Tyler,Carpenter,LSM,5,Atlas,10,7,4,2,2,6,1,8,0.5,6,0.75,3,0.6666666666666666,3,41,5,83,70,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Nakeie,Montgomery,M,1,Redwoods,8,4,2,2,0,2,2,17,0.11764705882352941,11,0.6470588235294118,2,0,2,8,7,92,68,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ross,Scott,A,15,Chaos,10,16,14,14,0,14,2,48,0.2916666666666667,27,0.5625,1,0,0,7,11,235,176,1,0,0,0,0,0,0,0,0,0,0,0,3,1.5,1,1,0,0,,0
Colby,Barsz,D,24,Archers,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Owen,McElroy,G,24,Outlaws,9,0,0,0,0,0,0,1,0,1,1,1,0,1,21,3,125,121,1,0,0,0,0,104,0.517412935323383,104,12.03665005626105,7,0.810159138402186,24884,0,0,0,0,0,0,,10
Matt,Campbell,M,20,Cannons,10,25,14,9,5,19,6,51,0.27450980392156865,32,0.6274509803921569,17,0.29411764705882354,12,13,6,261,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,,0
Thomas,McConvey,M,12,Waterdogs,2,0,0,0,0,0,0,3,0,1,0.3333333333333333,0,0,0,0,0,16,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Piper,Bond,SSDM,54,Archers,10,2,2,2,0,2,0,7,0.2857142857142857,5,0.7142857142857143,1,0,1,23,10,125,108,3,2,0,2,0,0,0,0,0,0,0,0,5,3,0,0,0,0,,0
Graham,Bundy,M,7,Outlaws,10,23,15,9,6,21,2,69,0.21739130434782608,33,0.4782608695652174,27,0.2222222222222222,19,5,11,225,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,,0
Shane,Knobloch,M,27,Chaos,10,15,11,10,1,12,3,44,0.25,26,0.5909090909090909,4,0.25,3,8,14,212,154,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,1,1,,0
Luke,Wierman,FO,52,Outlaws,10,6,5,5,0,5,1,14,0.35714285714285715,8,0.5714285714285714,1,0,0,61,5,78,59,3,247,123,123,0.4979757085020243,0,0,0,0,0,0,0,1,1,0,0,1,1,,0
Pat,Aslanian,SSDM,9,Cannons,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,3,0,5,1,4,0.2,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Mason,Woodward,D,77,Archers,10,5,4,3,1,5,0,9,0.4444444444444444,5,0.5555555555555556,6,0.16666666666666666,2,19,0,94,85,8,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,,0
Alexander,Vardaro,M,19,Cannons,8,8,8,8,0,8,0,27,0.2962962962962963,16,0.5925925925925926,1,0,0,2,5,105,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Liam,Entenmann,G,44,Atlas,6,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,90,88,2,0,0,0,0,71,0.586776859504132,58,11.113772455089821,8,1.53293413173653,15030,0,0,0,0,0,0,,3
Beau,Pederson,SSDM,89,Archers,10,2,1,1,0,1,1,3,0.3333333333333333,1,0.3333333333333333,0,0,0,8,1,62,58,4,10,1,8,0.1,0,0,0,0,0,0,0,2,1.5,0,0,0,0,,0
Will,Bowen,D,24,Chaos,9,0,0,0,0,0,0,1,0,0,0,1,0,0,16,3,45,41,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,,0
Brett,Dobson,G,45,Archers,10,1,0,0,0,0,1,2,0,1,0.5,2,0,1,24,6,148,140,3,0,0,0,0,147,0.571984435797665,120,11.845758354755784,10,0.987146529562981,29175,0,0,0,0,0,0,,15
Alex,Simmons,A,9,Redwoods,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Garrett,Degnon,M,44,Redwoods,4,6,4,3,1,5,1,15,0.26666666666666666,9,0.6,5,0.2,4,3,3,70,52,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,1,0,0,,0
Eric,Dobson,M,66,Chaos,6,5,5,5,0,5,0,20,0.25,13,0.65,4,0,3,3,11,100,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,,0
Jack,DiBenedetto,D,6,Archers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Connor,Maher,SSDM,31,Archers,10,0,0,0,0,0,0,3,0,3,1,2,0,2,11,1,66,62,5,5,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,,0
Ajax,Zappitello,D,5,Whipsnakes,10,2,1,1,0,1,1,3,0.3333333333333333,3,1,0,0,0,22,6,83,74,13,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Stephen,Zupicich,LSM,77,Whipsnakes,3,1,0,0,0,0,1,1,0,0,0,1,0,0,2,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Zach,Geddes,SSDM,13,Chaos,10,6,5,5,0,5,1,18,0.2777777777777778,11,0.6111111111111112,2,0,2,17,1,76,57,6,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,,0
Michael,Boehm,A,91,Waterdogs,1,2,0,0,0,0,2,4,0,2,0.5,0,0,0,3,2,28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Arden,Cohen,D,40,Redwoods,10,1,0,0,0,0,1,1,0,1,1,0,0,0,28,2,49,46,9,0,0,0,0,0,0,0,0,0,0,0,6,6.5,0,0,0,0,,0
Petey,LaSalla,FO,22,Whipsnakes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,28,10,18,0.35714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Saam,Olexo,LSM,48,Outlaws,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,0,0,0,,0